identifier,cluster
B8EKR5,91
Q1GC55,91
Q16DL0,91
Q28JI5,91
Q5LWT9,91
Q6G0L3,91
A1UU20,91
A9IN26,91
Q6G4T2,91
Q98BG6,91
Q2KI09,92
O75764,92
P23881,92
P23193,92
P10711,92
Q4KLL0,92
Q29RL9,92
Q148K0,92
Q15560,92
Q9QVN7,92
Q63799,92
Q2KJA4,93
Q16633,93
Q64693,93
Q2KXM9,94
Q8Y0H3,94
Q46Z26,94
A1V6A8,94
A3NBR9,94
Q63SA4,94
B2SZU5,94
Q13VN8,94
Q2SXS5,94
A6SXR9,94
A4G6R2,94
B1YVN3,94
A0K5W8,94
A4JCS0,94
A9ADC9,94
B1JYC2,94
Q0BGZ5,94
Q39I64,94
Q1LKN9,94
Q7W9J4,94
Q7VWV7,94
A1WLD5,94
Q128Q7,94
Q21W87,94
Q2Y9J7,94
Q1H0B6,94
Q7NYG9,94
Q820N6,94
Q0AG72,94
Q3SKW8,94
Q47EE8,94
Q5P080,94
Q9JZ26,94
Q5F928,94
Q9JU21,94
Q2LQC9,95
A0LIL7,95
A9FGB8,95
B8G1Z4,95
A4J139,95
Q2RFS6,95
Q3A9U4,95
Q839D9,95
Q67JX1,95
Q8R7Y2,95
B0K5S1,95
A8ZV82,95
C0Q9U7,95
Q01WC0,95
A7HBP5,95
B4UBC6,95
Q1IS93,95
Q2IJ57,95
Q30Z68,95
A1VE90,95
B8DNK9,95
B8IYL7,95
C4XLK3,95
Q1D748,95
Q1MPP1,95
C6C1B1,95
Q6AP43,95
Q6MJ36,95
Q2LVS9,96
A8ZX50,96
B5YFG2,96
Q1IPZ8,96
A0LG61,96
A7NM80,96
A9B3R2,96
A9WGB5,96
B8G736,96
Q2M218,97
Q2MHH4,98
Q2MHH3,98
Q5AVC7,98
Q7SA95,98
Q2H0I3,98
Q1DU75,98
Q0U5F2,98
Q9LXA5,99
Q9LSL5,99
Q99567,100
P38261,101
P14099,102
Q922S4,102
O00408,102
Q9NYP3,103
P53874,104
P68440,105
Q70US9,106
S0E627,107
Q6ZWJ1,108
Q9WV89,108
O74844,109
O22898,110
P42982,111
Q86YH6,112
P08092,113
Q63524,114
Q9R0Q3,114
Q15363,114
O17528,114
P53112,115
Q94FY7,116
Q7XP65,117
Q8R1B0,118
Q6ZMT1,118
Q9Z2D0,119
Q96QG7,119
O00487,120
P41878,120
Q9V3H2,120
P43588,120
Q6ZMZ3,121
P02777,122
P30034,122
P02776,122
P10720,122
P06765,122
Q9Z126,122
Q8IWT0,123
Q6R8G6,124
Q8IAS0,125
Q9R182,126
Q9Y5C1,126
I1REI8,127
Q9BSW7,128
Q3UP24,129
Q9NPP4,129
F1M649,129
O85042,130
Q9H1X1,131
Q9D9V4,131
Q5TYW6,131
Q9ES90,132
Q9HC97,132
Q12006,133
P54888,134
O04226,134
P54887,134
P14377,135
P0AAM7,136
P0AAM3,136
P35970,137
P35625,138
P48032,138
P39876,138
Q95JH2,139
Q99943,139
O35083,139
Q95JH0,139
Q9M0Y8,140
Q0DGP6,140
Q05322,141
Q8T5S1,142
Q9C7C4,143
Q9Y267,144
Q497L9,144
P17151,145
P9WGT1,146
P53296,147
Q9VEC1,148
Q9H3S3,149
P37624,150
O31156,151
P03230,152
Q06489,153
Q9LKJ1,154
A1Z0M0,155
G5EGJ5,156
P23503,157
Q9NW97,158
P31992,159
P98004,160
Q8CII8,161
Q8N205,161
Q8RX86,162
Q8VXZ7,162
Q9FXT4,162
P20645,163
Q13488,164
Q91Z85,165
P19100,165
P05185,165
Q9GMC8,165
Q29497,165
Q9N0U7,165
Q95328,165
P70687,165
P11715,165
Q2XVA1,165
P27786,165
Q9GLD2,165
P05093,165
Q8HYN0,165
Q8HYN1,165
O94244,166
Q06749,167
O94991,168
Q810B7,168
Q9VJS8,169
Q8N7C0,170
Q5M8M9,170
Q6NY15,171
Q9BZW7,171
Q9UK41,172
Q9C037,173
Q90460,174
Q9FIG9,175
P09391,176
Q6Z784,177
Q69XJ0,177
Q5JST6,178
Q9X5T6,179
P29448,180
Q39241,180
Q0D840,180
Q66I08,181
Q8C0R0,182
F1N5V1,182
P45689,183
Q46839,184
D3ZEY4,185
P52824,185
P20490,186
P13386,186
Q8T3G2,187
Q9N589,188
P35433,189
Q8CIH9,189
Q27601,189
P39411,190
P35455,191
P01186,191
P01185,191
P01183,191
P01175,191
P01179,191
Q9BY84,192
Q9NYR8,193
Q9JHG2,194
Q9JHG6,194
P53805,194
A7DTF0,195
Q6ZVE7,196
O14894,197
P53507,198
Q9P2B4,199
P77202,200
Q9NYZ1,201
Q9UMX9,202
P58355,202
Q8N6D2,203
P17115,204
P46198,205
Q9HK01,206
Q6L285,206
Q9UGK3,207
P0CX27,208
P83882,208
P30657,209
P0AC38,210
Q2W8Q8,211
V6F2B6,211
P9WNP3,212
P11544,213
P36119,214
Q8NG66,215
O70342,216
Q15761,216
Q63634,216
F4KH86,217
P02518,218
Q96SL1,219
F7J0M4,220
P49650,221
P49651,221
P47900,221
P59902,221
Q8WTW3,222
Q96FF9,223
Q9CPY3,223
Q3Y6B8,224
Q7XJ60,225
Q9FJJ5,225
Q9FGQ6,225
Q8GWA7,226
Q95XA8,227
O95297,228
Q570K8,229
P48836,230
Q64339,231
P05161,231
Q8CHG5,232
O15033,232
P29376,233
P08923,233
P51397,234
Q9L8R8,235
P0CJ63,235
P03459,236
P19698,236
Q9XF57,237
Q9FIW0,238
Q9FIW1,238
P48559,239
Q9ZTW3,240
D2WL32,241
Q8GWW7,242
Q11130,243
Q712G6,243
G3MZR2,243
Q9QZ41,244
Q9UBU7,244
Q8R3P2,245
Q86UW9,245
Q91W40,246
Q68G30,246
Q6P597,246
Q9NSK0,246
P37285,246
Q9H0B6,246
P46822,246
O88447,246
O88448,246
O54715,247
Q9R1Q9,247
Q15904,247
P40682,247
P47057,248
P04964,249
Q8N3J6,250
P54704,251
Q63257,252
P16382,252
P24394,252
P43772,253
Q383Q5,253
P39070,253
Q8BWC0,254
Q8NHX9,254
A0JMD4,254
Q9QZ67,255
O15297,255
Q9WVF8,256
O75896,256
Q9UT72,257
P33150,258
Q9WTR5,258
Q61508,259
Q62894,259
P33215,260
Q8NHV4,260
Q9Y705,261
Q01405,262
Q15436,262
Q15437,262
Q6UX04,263
Q9Y2I9,264
O31749,265
Q97R83,265
Q96NT5,266
F1NJ67,266
Q6PEM8,266
Q5EBA8,266
Q96DN0,267
P32565,268
O00501,269
Q9JKD6,269
P56747,269
O35054,269
O95484,269
Q9Z0G9,269
O15551,269
O14493,269
Q95KM5,269
Q63400,269
Q9Z262,269
O43164,270
Q5R4R1,270
Q9UDW3,271
Q08891,272
A6X935,273
Q14624,273
P79263,273
Q72X44,274
Q9WZY3,274
P07623,274
O95867,275
Q8N0Z3,276
P53739,277
Q09933,278
Q9ZFU8,279
P13738,280
P10518,281
P06214,281
P13716,281
P05373,281
P34379,282
Q9NRE1,283
Q7Z2X4,284
Q13449,285
Q9Z0J8,285
Q80Z24,285
Q7Z3B1,285
Q9P121,285
Q62718,285
Q14982,285
Q8VHN2,286
Q91ZU9,286
O45293,287
Q0D9V6,288
Q5VTT2,289
Q6ZNE9,290
Q8NHZ8,291
P04526,292
O64301,292
P04530,293
P05085,294
P05102,295
P05527,296
P05552,297
P06431,298
P06601,299
P06847,300
Q67622,300
P07059,301
P07065,302
P07266,303
P07296,304
P07298,305
Q9PZT1,305
P07665,306
P07774,307
O68014,307
P07908,308
P08365,309
P08368,310
P08557,311
P09009,312
P09089,313
P09133,314
P09176,315
P09184,316
P09380,317
P09381,317
P28042,317
Q04837,317
Q9CYR0,317
B8A5I7,317
Q32PB0,317
Q5RDQ0,317
Q95KK4,317
P0A9F3,318
P06614,318
P45600,318
P45105,318
P0A9W0,319
A9MFM3,319
A9N507,319
B1LQL1,319
B7UQK0,319
Q0SX94,319
Q328K6,319
Q3YUF6,319
P0ABS8,320
P0AC51,321
P0ACL5,322
P0ACL7,323
P0ACR9,324
P0ACS5,325
P0ACS9,326
P0ACU0,327
P62086,328
Q6G757,328
Q6GEG9,328
P64988,329
P65096,330
P66856,331
P67433,332
P67437,333
P67705,334
P67738,335
P67740,336
P69189,337
P15556,337
P42265,337
P42267,337
P42268,337
P71344,338
P71388,339
P71389,340
P72979,341
P73664,342
A2C094,342
Q46HB2,342
B1WT42,342
B7JW59,342
A5GWG7,342
A2CCJ9,342
A2BP61,342
A2BUP3,342
A3PAY3,342
A5GIF9,342
A8G2S2,342
A9BDN4,342
Q0IDE3,342
Q31CS0,342
Q3AN08,342
Q3B078,342
Q7U9K2,342
Q7V331,342
Q7V4T9,342
B0JWQ4,342
B8HW91,342
Q31LJ9,342
B0C250,342
Q111B4,342
Q7NJU8,342
Q2JX13,342
Q2JPQ5,342
Q7VDS4,342
Q8DI93,342
Q8YSK0,342
B1XPQ9,342
B2J9R3,342
Q3M3I0,342
P75249,343
P47595,343
P75452,344
P75502,345
P47380,345
P75532,346
P47347,346
P75974,347
P75975,348
P75976,349
P76063,350
P76196,351
P76550,352
P76586,353
P77607,354
P94423,355
P96701,356
P9WKT6,357
P9WME0,358
P9WMG2,359
P0A649,359
Q01238,360
Q01239,360
Q02ZQ9,361
P42370,361
Q9CGZ0,361
Q03182,362
Q04FS7,363
C5D5F1,363
Q5KWQ7,363
A4IRB5,363
B7GFM4,363
Q03EU1,363
Q5FL22,363
Q88V33,363
A5VIZ6,363
A8YUH0,363
B2GB45,363
B3WD20,363
P62037,363
Q03AF5,363
Q03R67,363
Q042I3,363
Q04BD3,363
Q1WUV3,363
Q38W22,363
Q838A9,363
Q92BH9,363
Q71ZD5,363
Q8Y6Z5,363
A6Q2G5,363
B9L8T4,363
Q65GN7,363
P94447,363
Q8EPQ4,363
Q04VD0,364
P61447,364
B0SHT3,364
Q057N0,365
Q05E29,366
Q0A8P7,367
A1WWG6,367
B5EQ42,367
B8GR29,367
Q3J8V9,367
Q0AQU7,368
A8HT01,368
A7IJY7,368
B0SV28,368
B4R7V3,368
B8H0Z4,368
B1ZJ47,368
A9VZP1,368
B1LWL6,368
B7L065,368
B8IQU9,368
B0ULY8,368
Q1I4Q1,368
B0KHV5,368
Q88DX7,368
C3K238,368
A4XYB5,368
A5W965,368
A6VCH6,368
B1J2E3,368
B7V1D3,368
C1DFI9,368
Q02FV2,368
Q3K6R5,368
Q4K5Z3,368
Q9HV77,368
C5BN73,368
Q4ZY77,368
Q48N77,368
Q888P6,368
Q2RWF6,368
Q2W6W7,368
B6IWS8,368
Q39WK9,368
B9M2P7,368
A1AUE8,368
A5GAS3,368
C6E6G4,368
B5EG09,368
P61664,368
Q3A286,368
Q0AWM1,369
Q0ID97,370
Q2GKM2,371
Q5PAL3,371
P62043,371
B3CNE0,371
C0R5P2,371
Q5GRW6,371
Q11DG1,371
P67173,371
Q3J055,371
Q8U9K1,371
A1UR98,371
A3PM44,371
A4WQ19,371
A6UCU1,371
A6WY63,371
A9IYI8,371
B5ZP73,371
B9JRY6,371
B9KL75,371
C3MIH9,371
Q1MC59,371
Q2K4K5,371
Q6FYQ2,371
Q6G5P2,371
Q92M88,371
Q98F44,371
Q5FHN8,371
Q2GGC4,371
Q3YSB1,371
Q2JI31,372
Q2JXG4,372
Q113S1,372
Q2JSH9,373
Q2JLT1,373
B1WS51,373
P74514,373
B0CDE2,373
B1XP37,373
B2J7Y8,373
B7JYY6,373
B7K8I7,373
Q31PH2,373
Q3MDT4,373
Q5N4Q0,373
Q8YPC2,373
B0JTZ2,373
Q113G4,373
Q7NHM8,373
Q7V5W3,373
A2C730,373
A5GV27,373
Q8DME3,373
B8HYK3,373
B9L0R1,373
A5FS26,373
B2S369,373
P62042,373
Q3Z9B1,373
Q3ZZK4,373
Q0I7Z0,373
Q3AZG7,373
Q3AHR1,373
A5GN83,373
Q7U8R9,373
Q2NFG2,374
Q2NGR0,375
A5UL35,375
Q2R0Z3,376
Q53N90,376
Q2RLC7,377
A9WJ28,377
B8G503,377
Q2S8X2,378
A1SSU8,378
Q12JD1,378
P57871,378
A5UCK4,378
A5UJ18,378
A6VN35,378
B0UV57,378
P46457,378
Q0I1R2,378
Q65T73,378
A1TYF4,378
A8G079,378
A1S3N2,378
B1KEP1,378
B8CTC1,378
A8H0D9,378
Q15NV0,378
Q07Y03,378
A0L0Q7,378
A1RG72,378
B0BSG6,378
A3N335,378
B7VJZ8,378
A4SJ66,378
A0KP02,378
A6T4T5,378
P0A823,378
A1A7J2,378
A9MPL5,378
A9MZU5,378
B1LGU8,378
B2U2Z0,378
B5BL70,378
B5F838,378
B5RHC6,378
B7LW53,378
B7N815,378
B7NIA9,378
Q0T860,378
Q325Z3,378
Q32JW1,378
Q3Z5L1,378
Q83SL9,378
Q8Z9C1,378
A4W6P3,378
A7MGQ7,378
A8ALE4,378
B0TTI7,378
B5Y1P0,378
A7FM16,378
A1JJP3,378
A3D8A3,378
A4TPW0,378
A6WJL5,378
A8GIY9,378
A9L2I0,378
B4EUD8,378
C5BH76,378
C6DC42,378
Q0HMA6,378
Q0HRI1,378
Q2NVQ7,378
Q66EF8,378
Q6D1Y1,378
Q6LMK1,378
Q7N864,378
Q8EIG4,378
B6ELD6,378
Q21FA3,378
Q47W67,378
A3QHP6,378
Q5E2T7,378
B5FAP6,378
Q87LV9,378
A7MYW9,378
Q8DC06,378
Q7MHV9,378
Q9KUC5,378
A5F980,378
Q0VSQ3,378
Q3ILK5,378
Q2SRP7,379
Q6F0R9,379
Q2YWD0,380
Q2FDS9,380
Q6G696,380
Q6GDM3,380
Q2YZ22,381
Q5HDJ2,381
Q6G6V7,381
Q6GE71,381
Q7A3W9,381
Q30VA9,382
A0LQP0,382
C6BVP4,382
P61663,382
A1V9S2,382
Q31QG8,383
Q5N3S0,383
Q37906,384
Q37907,385
Q38W91,386
O87775,386
Q03FR9,386
Q1WUF0,386
Q88VL8,386
A5VJE5,386
Q038N1,386
B3WEQ9,386
Q049W4,386
Q84BU6,386
Q044B1,386
Q74IT4,386
Q38Y85,387
Q39CW7,388
A0KAJ8,388
B1JYM2,388
Q8P8C7,388
Q3BSA6,388
Q4UVR0,388
Q8PJT1,388
Q3AAC8,389
Q3AQP3,390
A1BHL3,390
A4SFR7,390
B3EE33,390
B4SG54,390
Q3B2T3,390
B3EPC5,390
B4S9D2,390
B3QPX0,390
Q8KCD6,390
Q3B622,391
Q3APM2,391
Q8KBD5,391
B3QKY6,391
B3EN08,391
B4S4K5,391
A1BI83,391
A4SD50,391
Q3E922,392
Q3ECU8,393
Q3IL56,394
B6EQC3,394
Q47WK1,394
A5F1N4,394
Q6LGY8,394
B5ESS5,394
Q7MGF9,394
Q3JEY0,395
Q39147,395
Q3K9Y9,396
Q129F0,396
Q48JK4,396
Q4K9M3,396
Q4ZS10,396
Q880J5,396
Q88JU7,396
Q6GKL1,397
Q6KIH9,398
Q6KZZ4,399
Q6L1L0,400
Q6L2L3,401
Q97CU3,401
Q9HM19,401
Q6MB28,402
Q6MGX6,403
Q6MT04,404
P71498,404
Q6F147,404
Q6QGG9,405
Q6Z0D9,406
Q6Z0D2,406
Q746H2,407
Q74NA9,408
Q7BVT7,409
Q7V4D3,410
A5GP57,410
A5GWB6,410
Q7U3Z7,410
Q3AW12,410
Q7VEN0,411
P9WMC4,411
Q7XGM6,412
Q7XSB2,413
Q824B4,414
Q9Z847,414
Q253J9,414
Q5L6N0,414
Q11UN5,414
Q83DN9,415
Q84YL3,416
Q87BY1,417
Q9PB63,417
Q8CSL5,418
Q8D4U6,419
Q87K77,419
Q9KL96,419
Q8EF25,420
Q8EWX9,421
Q8GWU1,422
Q8KML8,423
Q8QL36,424
A0A6M3VXD3,424
Q8TUY2,425
Q8TWM7,426
Q8U1H7,427
O57880,427
Q9V2D7,427
Q8U1K8,428
Q8U9H0,429
A6WY25,429
A6UCY0,429
A7HUR5,429
B0ULP6,429
B3PZT5,429
B8ITT7,429
B9JS29,429
C3MIM2,429
Q1MBX8,429
Q2K4D4,429
Q6QW47,429
Q92M59,429
Q8YIZ8,429
A1UR66,429
A5VSA3,429
A9M7P7,429
Q11CY7,429
Q6FYM8,429
Q6G1Y5,429
Q98F28,429
Q8XIS9,430
P30727,430
Q0SRE1,430
Q0TNS5,430
B2TLZ5,430
A6LRN2,430
B2V2I3,430
Q892Q8,430
Q8Y231,431
P64130,431
Q8Z2E1,432
Q57IE4,432
Q8ZWT6,433
Q92HV3,434
Q9ZD50,434
Q93R29,435
Q835R9,435
Q94JI5,436
Q65X92,436
Q971W0,437
Q97AV6,438
Q97MP8,439
A5N3V4,439
A0Q3Q9,439
A5HXT1,439
A7G9D8,439
B1KRU0,439
B2V430,439
C1FPJ9,439
Q899U6,439
Q8R7N6,439
B0K5C5,439
Q8XMU5,439
Q0SVG3,439
Q0TTL3,439
Q98PU5,440
B3PMC2,440
Q6KI99,440
Q9RGC3,440
Q4A7P8,440
Q4A9L4,440
Q9FHB2,441
Q9HIH6,442
Q97C11,442
Q9HK14,443
Q9JW77,444
Q9JXP5,444
Q9KE16,445
Q9KQF9,446
P33920,446
P67714,446
Q8ZGM5,446
Q9LH88,447
Q9LSF7,448
Q9FLV7,448
Q9LRX6,448
Q9MA32,449
Q9PHE9,450
Q9PQZ0,451
Q9RMV4,452
Q9RMV7,453
Q9RMW6,454
O65639,455
Q94C69,455
O65683,456
C0Z2L5,456
O69711,457
O70157,458
Q13472,458
O61660,458
O70191,459
Q6P788,459
Q9Y2D1,459
O70230,460
P52747,460
Q5XIU2,460
A6QQW0,460
Q8BMU0,460
P36508,460
B4F7E9,460
Q1LYE3,460
Q91853,460
Q58DZ6,460
O70249,461
O08760,461
O15527,461
O70584,462
O15522,462
O73790,463
O74113,464
O74354,465
O74365,466
O74469,467
O74803,468
O74833,469
O74859,470
O74944,471
O74954,472
O74958,473
O74986,474
O75360,475
P97458,475
Q8MJI9,475
Q9GLL9,475
Q3LU38,475
Q3LU39,475
Q3LU40,475
Q3LU41,475
Q9TTD8,475
O75367,476
O93327,476
Q02874,476
Q9QZQ8,476
Q9P0M6,476
Q8CCK0,476
O75409,477
O75478,478
Q3SZP8,478
Q6AYE3,478
Q8CHV6,478
Q5ZJF3,478
O75564,479
Q60976,479
O75593,480
O88621,480
O75626,481
Q60636,481
O76075,482
O54788,482
Q99N34,482
O77051,483
O77059,484
Q7PYI7,484
O80339,485
Q9LDE4,485
Q9SXS8,485
O80358,486
O80450,487
Q9SDW0,487
O80536,488
O80883,489
O80928,490
O81001,491
Q8L8A8,491
O81242,492
O81313,493
O81787,494
O82166,495
O23620,495
Q6DBQ1,495
Q9M2S3,495
Q9SZ70,495
O22130,495
Q8GWQ2,495
Q9LZX7,495
O49662,495
Q9C9K7,495
Q9S7C9,495
Q9SR17,495
O82277,496
O82339,497
Q9M374,497
O82503,498
Q9SUQ2,498
O82794,499
Q13765,500
Q60817,500
Q5E9A1,500
Q5R9I9,500
Q13886,501
O35739,501
P79288,501
Q01713,501
Q13901,502
O35473,502
Q32PE4,502
Q5RBU4,502
Q5XJ97,502
Q7TSU0,502
Q3KPR1,502
Q5ZHS3,502
Q13951,503
Q08024,503
Q14103,504
Q60668,504
Q9JJ54,504
O14979,504
Q9Z130,504
Q3SWU3,504
Q5ZI72,504
Q640A2,504
Q6NU14,504
Q7ZX83,504
Q99020,504
Q14119,505
Q14209,506
P56931,506
O35261,506
O00716,506
Q14527,507
Q6PCN7,507
Q95216,507
Q14592,508
O43296,508
Q14765,509
P42228,509
P42225,509
P42224,509
Q764M5,509
Q6DV79,509
P40763,509
P42227,509
P52631,509
P61635,509
Q19S50,509
Q9PVX8,509
Q7ZXK3,509
Q14929,510
P52736,510
Q14938,511
P70257,511
P13623,511
Q90932,511
P08651,511
P70255,511
P17926,511
P21999,511
P97863,511
O00712,511
P13622,511
P17924,511
Q0VCL6,511
Q12857,511
P09414,511
Q02780,511
P17923,511
Q15327,512
Q3ZBX7,512
Q8R560,512
Q9CR42,512
Q9WV06,512
Q9GZV1,512
Q15361,513
Q62187,513
Q15366,514
P60335,514
Q61990,514
P57722,514
P57721,514
Q0VCU0,514
P57723,514
P57724,514
Q15397,515
X1WGX5,515
Q562C7,515
Q8BKS9,515
Q15424,516
Q5R452,516
O88453,516
D3YXK2,516
Q14151,516
Q80YR5,516
Q15431,517
Q60563,517
Q03410,517
Q62209,517
Q15543,518
Q6NQH4,518
Q15631,519
Q62348,519
P79769,519
P97891,519
Q08DM8,519
Q5R7P2,519
4DG7A,519
Q15646,520
Q8VI94,520
G3V645,520
Q15697,521
Q15744,522
P56261,522
Q6PZD9,522
O77728,522
Q15916,523
Q0V8G8,523
Q8K088,523
Q16342,524
P47816,524
P46718,524
Q2YDC9,524
Q16514,525
Q8VE65,525
Q3T174,525
P49905,525
Q16587,526
Q16594,527
Q5BKE0,527
Q8VI33,527
Q17QQ4,527
Q5R7P7,527
P30340,528
Q55940,528
P31264,529
P31346,530
P10152,530
P80929,530
P03950,530
P31347,530
Q5VI84,530
Q861Y1,530
Q861Y4,530
Q861Y5,530
Q8WME8,530
Q8WN60,530
Q8WN61,530
Q8WN62,530
Q8WN63,530
Q8WN64,530
Q8WN65,530
Q8WN66,530
Q8WN67,530
Q64438,530
P21570,530
P97802,530
P31364,531
A1L0Z1,531
Q6DJN3,531
P20264,531
P31361,531
Q63262,531
P20265,531
P56222,531
P31360,531
P56224,531
P62515,531
P49335,531
Q812B1,531
P79745,531
P31365,531
P70030,531
P20268,531
Q17237,531
P16241,531
P31618,532
O39521,532
O39522,532
P31617,532
P32027,533
P32053,534
P32144,535
P32338,536
P32445,537
P32786,538
P32805,539
P33181,540
P33200,541
P33288,542
P33417,543
P33610,544
P49643,544
O89044,544
P33749,545
P34243,546
P34427,547
P34522,548
P34663,549
P36023,550
A7A024,550
B3LRD9,550
C7GX75,550
