identifier,cluster
Q8UF86,241
Q8ENJ6,241
O34863,241
P63382,241
Q5HHQ9,241
Q5HQW9,241
Q6GIN2,241
Q71WU0,241
Q8CPY9,241
Q8Y4F6,241
Q928A5,241
Q9CEL9,241
Q9K6Y0,241
Q8ZJ07,241
P0A698,241
B7UPM7,241
P0A195,241
P44410,241
P57979,241
Q88QK7,241
Q8FB02,241
Q9HWG0,241
Q97LQ1,241
Q9PAR9,241
Q87BK9,241
Q9WYV0,241
Q46577,241
O66911,241
P73412,241
Q4UJW4,241
Q1RK71,241
Q68Y12,241
Q92G31,241
Q9ZCC3,241
Q50968,241
Q9JUS4,241
Q9JZP1,241
Q56242,241
Q829X3,241
Q9Z507,241
Q8XNI5,241
Q890X9,241
Q9CC24,241
P9WQK7,241
Q8PV16,242
P0CG28,242
Q8PW88,243
Q8PXY1,244
Q8PYH6,245
Q8TIW3,245
Q8RC42,246
B0K3S1,246
B0KBN6,246
Q180F3,246
Q9ZHI0,246
P49422,246
Q9ZFY8,246
P26996,246
Q72JN8,246
A3DE88,246
A5CZ68,246
A4J703,246
B0TDL0,246
Q24QL5,246
B8FP44,246
Q3AD38,246
B2A5W5,246
B8D122,246
B5Y6V5,246
B9MK54,246
A4XK85,246
Q1AZ75,246
Q2RGY0,246
Q8RE44,247
Q8REB0,248
Q8RGW9,249
Q8RHK0,250
Q8RI94,251
Q8RIK8,252
Q8RWJ7,253
Q8RY99,254
Q8RYD3,255
Q9FNI3,255
Q8S3Q9,256
Q8S8I2,257
Q8GZA8,257
Q8SQI1,258
P29372,258
Q04841,258
Q8SQM0,259
Q8SQP4,260
Q8SRE2,261
Q8SS91,262
Q8SSG3,263
Q8SVS9,264
Q8T2A4,265
Q8T2T7,266
Q8T940,267
Q8TFF3,268
Q8TQF7,269
Q12WQ0,269
Q468I5,269
Q8PUB8,269
Q8TRL2,270
Q8PUY5,270
Q8TSR7,271
Q46C04,271
Q8PVR7,271
Q8TUT0,272
Q8TVB4,273
Q9YB47,273
A4FWK8,273
A6UPX1,273
A6VGR3,273
A9A9Y7,273
Q57649,273
Q6LXM4,273
A8M9S4,273
B8YB63,273
A1RSD9,273
A3MXZ9,273
A4WNA8,273
B1YC34,273
Q8ZYP9,273
Q96YW4,273
A8Y1E9,273
O13877,273
P62875,273
Q8LFJ6,273
Q55AB6,273
Q9SYA6,273
Q9VC49,273
O29135,273
Q6L292,273
Q75BV8,273
P22139,273
Q9HL09,273
Q979K0,273
Q8SRS6,273
Q8TVB8,274
Q96N20,275
Q96NJ3,276
Q96PT3,277
O43812,277
Q96PT4,277
Q96UP6,278
Q96WN6,279
Q96YW0,280
P95989,280
P39471,280
B8YB56,280
C3MJP7,280
C3MZ05,280
Q971T1,281
O05208,281
A2BLE8,281
Q9YE67,281
Q975N2,282
P57765,282
P57762,282
Q4JAI6,282
Q978F5,283
Q6L204,283
Q9HIC5,283
Q979A1,284
Q6L195,284
Q9HJ26,284
Q979F5,285
Q03586,285
Q97A09,286
Q9HJS3,286
Q97B98,287
Q9HJD4,287
Q6L2I9,287
Q97C75,288
Q9HLR7,288
Q97FT9,289
Q180E4,289
Q97FU2,290
Q97I41,291
Q895I8,291
Q8R5S4,291
Q8XJS8,291
Q88V72,291
Q5HPR5,291
P64164,291
Q5HGF5,291
Q6G9T7,291
Q6GHF9,291
Q97MB3,292
Q97QZ2,293
Q97VY9,294
D0KN27,294
F0NDL2,294
Q974S1,294
Q4JC00,294
Q97W73,295
Q97WG9,296
Q96YR6,296
Q8NKQ0,296
Q97WM8,297
Q97Y84,298
Q97Z84,299
Q980A3,300
P39466,300
B8YB57,300
Q980B8,301
B8YB65,301
Q980M5,302
A4YJ15,302
C3MRF5,302
C3NFW2,302
Q4JAZ3,302
Q975T8,302
Q980N4,303
Q9YEV6,303
Q9V2F2,303
P81413,303
Q985F6,304
Q98925,305
Q8R4E0,305
P14316,305
P23906,305
Q98JM5,306
Q9CMB4,307
P43809,307
Q8XD86,307
P24230,307
B7UM74,307
Q9CNL6,308
P45256,308
P0ACB0,308
P0A1Q4,308
P57611,308
Q89A52,308
Q8FB22,308
Q8K932,308
Q8X5V3,308
Q9CUX1,309
O43422,309
Q9CYZ8,310
P81877,310
Q9R050,310
Q9BWW4,310
Q98948,310
Q9BWG4,310
Q9D2C6,311
Q9Y535,311
Q2T9X1,311
Q9D902,312
P29084,312
P29540,312
Q2KJF9,312
Q9DB42,313
O00488,313
Q9DE09,314
Q9DEQ9,315
Q9JK54,315
A6NI15,315
Q28C89,315
Q9W690,315
Q9E6Q5,316
Q9ERR8,317
Q9P2F9,317
Q9F410,318
Q9F414,318
Q9F416,318
Q9F417,318
Q9F407,318
Q9F5P4,319
P46394,319
Q9FFI5,320
A4VCM0,320
Q9FFS3,321
Q8VWQ4,321
Q9FG30,322
Q9C7C3,322
Q9FGD6,323
Q39088,323
Q9FGP8,324
Q9FGZ4,325
Q9FHH8,326
Q9FHR7,327
Q9FIW5,328
Q9FJ16,329
Q9FK44,330
Q9SQQ6,330
Q9FKF9,331
Q9FKG1,332
Q9FKG2,333
Q9LY05,333
Q9FKK6,334
Q9FKW2,335
Q9ZWA1,335
Q9FLM6,336
Q9FLX8,337
Q9FMC2,338
Q9FML4,339
Q9FMM7,340
Q9FN11,341
Q9FNV8,342
A0A2R6S148,342
Q9FX84,343
Q9FY69,344
Q9FMF4,344
Q9FY82,345
Q9FYG7,346
Q9FYJ6,347
Q9FZK0,348
Q8S9L0,348
Q9GL32,349
Q05215,349
Q00911,349
Q9WUF2,349
Q9GNV2,350
Q9GPH3,351
Q9GTD4,352
Q9GZ14,353
Q9H2Z4,354
Q9EQM3,354
P23441,354
P43699,354
P50220,354
P43698,354
Q9H930,355
Q13342,355
Q9H963,356
Q9HAH1,357
Q9HBT7,358
Q9EQB9,358
A2T812,358
Q9HE09,359
Q9HE16,360
Q9HG12,361
Q9HJA6,362
Q9HJD9,363
Q6KZP5,363
Q97B93,363
Q9HJX7,364
Q97AI2,364
Q9HLK5,365
Q9HM14,366
Q9HPB7,367
P12736,367
Q9HPW0,368
Q9HPZ2,369
Q5V5F7,369
Q9HR31,370
Q3IPW6,370
Q5V4R5,370
Q9HTH5,371
Q9HUI2,372
Q9HWH8,373
Q9I0I1,374
Q9I1F6,375
Q9I1P2,376
Q9I1W5,377
Q87ZG4,377
Q0JYN7,377
Q9IIH4,378
Q9QM72,378
P42672,378
Q9JH50,379
P36824,379
P36826,379
P26558,379
P36831,379
Q80956,379
P36832,379
P36833,379
Q9JN69,380
Q9K4V0,381
Q9K4U8,381
Q9K8A0,382
Q5WEK0,382
B1YJY5,382
C0Z9F1,382
A7Z7E7,382
A4IRL1,382
C5D5Q8,382
P94545,382
Q5KWF8,382
Q65GE2,382
Q8EPI1,382
A0RJF2,382
A7GTK1,382
A9VJL2,382
B7HF67,382
B7HRJ3,382
B7IJV1,382
B7JR57,382
C3L808,382
Q633P2,382
Q6HCX6,382
Q72ZJ0,382
Q9K9A8,383
P54560,383
Q9KJN4,384
Q4L6C6,384
Q5HPC3,384
Q8CP82,384
Q99U73,384
Q49XM7,384
Q9KM23,385
Q9KNA8,386
P00914,386
P25078,386
Q9KQF5,387
Q8Z6F5,387
P14294,387
P40687,387
Q9CP53,387
P43704,387
Q9KS67,388
Q9L132,389
Q9L9G1,390
Q9LAI2,391
Q9LDY8,392
Q93VY3,392
Q9C932,392
A0A3Q7HH64,392
Q75HE5,392
Q9SQL0,392
Q9LFN7,393
Q3E958,393
B6T5Z6,393
Q9XI33,393
Q9LG02,394
Q9LHE3,395
Q9LHJ8,396
Q9LN95,397
Q9LQ08,397
Q9LNI5,398
Q9M157,398
Q8GV05,398
O22059,398
B3H4X8,398
D3GKW6,398
Q84RD1,398
Q9LNP6,399
Q93ZH2,399
Q9LP07,400
Q9LPF0,401
O23077,401
Q8LG05,401
Q9LQQ2,402
Q9LQZ2,403
Q9LRE5,404
O48520,404
Q9LST3,405
Q9LTC6,406
Q9LSX0,406
P93822,406
Q9LTC5,406
Q9LTS7,407
Q9LTT3,408
Q9LUZ4,409
Q9LVJ7,410
Q9SYH4,410
Q9LVL4,411
Q9LVW2,412
Q9LW00,413
Q9LXF1,414
Q9LE63,414
Q9LXX4,415
O22208,415
Q9PUA8,416
Q9PUE0,417
Q9PWL5,418
P09070,418
Q9PWM3,418
Q08624,418
P09017,418
O57374,418
Q9PVS4,418
Q1KKU6,418
O13074,418
P22574,418
Q08DG5,418
P10284,418
P17483,418
P14840,418
Q1KKS8,418
P06798,418
Q00056,418
P09016,418
P10628,418
A1YER7,418
A1YFY3,418
P17278,418
A1YFD8,418
A2D4P8,418
Q9IA22,418
Q9PWD2,418
Q1KL13,418
P17277,418
Q9PWL6,419
Q9PWD5,419
Q98924,419
P31269,419
Q9YGT5,419
O42506,419
Q9QB97,420
P21966,420
P32096,420
Q98262,420
Q9Q8L9,420
P04308,420
A0A7H0DN90,420
O93120,420
P0DON9,420
P0DOO0,420
P20634,420
Q9JFA3,420
Q9RA96,421
B1JJ73,421
P0A8W2,421
P40676,421
Q8KM02,421
Q9RB09,421
A1JNY1,421
A8GDX5,421
B1LEP4,421
B2U2E2,421
B5BKC5,421
B5XWN4,421
C5BE36,421
C6DK30,421
Q1C786,421
Q2NT07,421
Q492T9,421
Q6D5V7,421
Q7VR54,421
Q8D2L8,421
Q9F6B2,421
Q9RDV6,422
Q9RWR5,423
Q9RXV7,424
Q9S1G2,425
Q9S1N4,426
Q9S2N2,427
Q82AG6,427
Q9S7F3,428
Q7XI96,428
Q94A43,428
Q9LN63,428
Q8S307,428
Q9S7P5,429
Q9SMX9,429
Q9SA82,430
Q84RD0,430
Q9SCM4,431
Q9SCW4,432
Q9SD38,433
Q9FH57,433
Q9SDK9,434
Q6NLG7,434
Q9LXK1,434
Q9SDQ3,435
Q9SFW8,436
Q9LE38,436
Q9SGJ6,437
Q9LN86,437
A2Y8S6,437
Q9SHB5,438
Q9SHV7,439
Q9SIZ0,440
Q9SJA8,441
Q9SV15,441
Q0JEE2,441
Q6IEN1,441
Q9SJK7,442
Q9SJL7,443
Q9FKL2,443
Q9SJT8,444
Q9SJW0,445
Q9SK02,446
Q9SKW5,447
Q9SMM8,448
Q84JB7,448
Q9SNB8,449
Q9SRT2,450
Q9FJL4,450
Q9SSE5,451
Q9STX0,452
Q9SUS1,453
Q9SUV9,454
Q9SV09,455
Q9SV30,456
Q9SVF1,457
Q9SVX5,458
Q9SW63,459
Q9SNE1,459
Q9FH94,459
O22174,459
Q9SX03,460
Q43704,460
Q9FL33,460
Q9SX04,460
B8AZ99,460
P30666,460
Q9XYU1,460
P25206,460
P25205,460
A4FUD9,460
Q28BS0,460
Q5R8G6,460
Q5ZMN2,460
Q7ZXZ0,460
P49739,460
Q9SXG8,461
B9F1L8,461
Q9T0H7,462
Q4IMD1,462
O23628,462
P08985,462
P08992,462
P0C0S4,462
P48003,462
Q12692,462
Q27511,462
Q71UI9,462
P70094,462
Q75CC6,462
Q873G4,462
Q9C944,462
A1C5F1,462
A1D0C1,462
A2R702,462
A3GHC1,462
A4QVR2,462
A5DQL2,462
A5DXC6,462
O62695,462
P08991,462
P0CO00,462
Q0C919,462
Q0UG93,462
Q2GUP0,462
Q2UJ80,462
Q4PHE4,462
Q5AEE1,462
Q5AUJ1,462
Q5ZMD6,462
Q6BQE9,462
Q6C341,462
Q6CUC8,462
Q8H7Y8,462
Q8S857,462
Q9SII0,462
Q09FM9,462
Q1DTG2,462
Q84MP7,462
Q54LA5,462
A2Y5G8,462
C0HKE1,462
P02273,462
P04909,462
P04910,462
P04911,462
P04912,462
P09588,462
P0C0S8,462
P16104,462
P20671,462
P27661,462
P35064,462
P84051,462
Q16777,462
Q4FZT6,462
Q64522,462
Q6FI13,462
Q8CGP5,462
Q8CGP6,462
Q8CGP7,462
Q8IUE6,462
Q93077,462
Q96KK5,462
Q96QV6,462
Q99878,462
Q9FJE8,462
Q9LD28,462
A1CJ10,462
A3LXE7,462
A3LZZ0,462
A5DBG4,462
A5DJJ2,462
A5DWF1,462
A5DXS8,462
L7HZV6,462
O74268,462
O81826,462
P02274,462
P02275,462
P08844,462
P0C952,462
P0CN98,462
P35065,462
P70082,462
Q0CBD2,462
Q0U1A1,462
Q1E5N1,462
Q2HH37,462
Q43213,462
Q4HTT1,462
Q4PEF9,462
Q59SU5,462
Q59VP2,462
Q6BKW8,462
Q6BRG3,462
Q6C4I6,462
Q6FM31,462
Q6FWM7,462
Q6GM86,462
Q74ZL4,462
Q757L4,462
Q7ZUY3,462
Q875B8,462
Q8R1M2,462
Q8X132,462
Q94F49,462
Q9BTM1,462
Q9C681,462
A2WQG7,462
A2XLI0,462
A2XZN0,462
A2YMC5,462
A2YMC6,462
A2YVE5,462
A2ZK26,462
A2ZK29,462
A2ZL69,462
O04848,462
O65759,462
P50567,462
Q2HU65,462
Q2HU68,462
Q43208,462
Q43214,462
Q43312,462
Q4R3X5,462
Q6CK59,462
Q9LHQ5,462
Q9LZ46,462
Q9S9K7,462
Q9X5X4,463
P58378,463
P58379,463
Q9X5V4,463
Q9HV30,463
Q9XE33,464
Q8L4B2,464
Q8LCG7,464
Q9FMV5,464
Q655V5,464
Q9SMP0,464
Q9ZVL3,464
A6BLW4,464
Q9FGP7,464
Q9XG56,465
Q9LD75,465
Q9XSB7,466
Q9XTJ4,467
Q9XVD5,468
Q9U2C9,468
Q9XW88,469
Q9XWQ6,470
Q9Y7I8,471
Q9Y7L4,472
Q9Y7V2,473
Q9Y7X9,474
Q9Y815,475
Q9Y820,476
Q9YB53,477
Q9YDJ9,478
Q9YEZ1,479
Q9YFQ8,480
Q9YFU8,481
Q9YFY8,482
Q9YPS8,483
Q9YUC8,484
Q9YVX9,485
Q9Z1D8,486
A2T7D2,486
Q9Y2L8,486
Q9Z6W4,487
O84799,487
Q9PLC9,487
A0KS72,488
P0A6R3,488
A0KNY4,488
A1JRL7,488
A1SAM2,488
A1SZI8,488
A3Q9Q3,488
A4WF77,488
A5F3S1,488
A5UD91,488
A8G0V0,488
A8GZI0,488
B0TJ39,488
B0UV86,488
B4EX21,488
B5FC67,488
B7VM54,488
B8F6J8,488
C4LAF3,488
C6DIJ6,488
O52537,488
O54367,488
P0CW85,488
P57902,488
Q088K0,488
Q12S40,488
Q2NWQ0,488
Q4QLT0,488
Q65V72,488
Q6LLY3,488
Q7N015,488
Q7VNP1,488
B8D7T5,488
A6VM24,488
Q8K9F0,488
Q8PD37,488
Q87D75,488
Q8PQ10,488
Q9PBY7,488
Q9HUW0,488
A0L3I7,489
Q39ZS3,489
A1AJX2,489
A5GDX1,489
B9M7S1,489
Q74GG6,489
B5E7P6,489
C6E7Q5,489
A0L3I9,490
A0L4V9,491
A0L7L5,492
A0LE53,493
A0LEB8,494
A0LGY7,495
A0LH26,496
A0LJ43,497
A0LJK2,498
A0LK20,499
A0LNY1,500
A0LTX5,501
P9WF45,501
A1R6G8,501
A4FBM2,501
A8KYR3,501
B1W0Z1,501
B8ZUN8,501
C5BV37,501
Q47NB8,501
B2GH83,501
Q9Z515,501
F2RGQ4,501
A0JWP5,501
A0PPM4,501
A0QI01,501
A0QWV9,501
A1SJP8,501
A1T8K7,501
A1UFN5,501
A4TC18,501
A4XDR5,501
A5CRT9,501
A6WC57,501
A8LW20,501
A9WT66,501
B0REJ5,501
B1MC89,501
B1VDQ2,501
B2HP75,501
B8H7M2,501
C1AN68,501
C1B4L5,501
C5CBP2,501
Q0RH03,501
Q2JCI0,501
Q5YTQ2,501
Q6A9J5,501
Q6AF47,501
Q829W5,501
Q8FT63,501
Q4JVJ1,501
Q6NH34,501
Q8NQ58,501
A4QEG3,501
A0LXZ7,502
Q11YS6,502
Q5L7B7,502
A5FJ63,502
A6GWN3,502
A6KZM1,502
A6LG92,502
Q64MG7,502
Q7MXR7,502
Q8A334,502
A0M535,503
A6H1A3,503
A0PJS5,504
A0PLB8,505
P9WP49,505
A0PTJ7,506
A0R025,506
A1TAX7,506
A1UI63,506
A4TBF5,506
B8ZQP1,506
C1A0Y4,506
Q0SHR2,506
Q5YYY8,506
A0QF43,506
B1MP28,506
C1AQ82,506
C1AU64,506
A4FLX6,506
A4QFN2,506
B1VHD3,506
C4LI41,506
Q4JWA4,506
Q6NGC0,506
Q8FNT1,506
A0Q0A7,507
A5I302,507
A5N7J5,507
A7GEJ0,507
B1KT46,507
B2TRM1,507
B2V4R0,507
C1FPA5,507
Q97HD8,507
B0K9E8,507
B0K0V5,507
Q8RAC2,507
B8I3A2,507
A3DDM1,507
A6TR45,507
A8MFI5,507
B9MRY0,507
A4XKP7,507
P58685,507
A6LU51,507
Q894H3,507
A0Q5J3,508
B0TZ05,508
Q2A273,508
A9NB36,508
A9KGR6,508
Q31DP2,508
A0L486,508
A0Q5W0,509
A4IXB4,509
A7ND52,509
B0U178,509
B2SG84,509
A0Q6P7,510
Q5NH17,510
A4IY85,510
A7NBV5,510
B2SH67,510
A1BJY7,511
B3EIL7,511
B4SHF2,511
Q8KGC5,511
B3QLX3,511
B4S6R8,511
A4SH11,511
B3EQC7,511
Q3B120,511
A1C4R7,512
A1CZP6,512
A6R9K6,512
Q1DTR6,512
Q0CE91,512
Q2U9X7,512
A2QUS7,512
Q4WEU2,512
Q5ATV8,512
A1C9M5,513
P0C5H8,513
Q0CEI3,513
A2R346,513
Q2UNX4,513
Q4WA21,513
A1D9Z7,513
A1JJG7,514
A4TQA7,514
Q66EM6,514
Q7N125,514
Q32K24,514
P33595,514
A1A7B8,514
Q0T8C8,514
Q0TLR9,514
Q326G6,514
Q3Z5U2,514
Q57TF2,514
Q5PDG5,514
Q8XA02,514
Q8ZRV0,514
Q6D0F8,514
A1JU91,515
P0C2V5,515
P28808,515
P26993,515
A1KS02,516
Q5FAJ2,516
Q9JW45,516
Q9JXS7,516
A1KS31,517
A9M1G2,517
B4RNW5,517
Q9JW14,517
Q9JXV6,517
A1KUE9,518
Q5F924,518
A9LZQ2,518
Q9JU25,518
A1KUP6,519
A9M0G1,519
B4RLX4,519
Q5F8M6,519
Q9JTS2,519
Q9JYT2,519
A1L2P5,520
O42370,520
A8DT10,520
Q3V5Z9,520
Q1KKS7,520
P09027,520
P31249,520
Q9IA21,520
A1L4X7,521
A1QZM2,522
B2S0D9,522
B5RLZ3,522
B5RRN9,522
B7J203,522
P33768,522
Q0SN72,522
Q661I4,522
A1VEI5,523
Q72CQ9,523
A1VRC9,524
C5CPY1,524
Q129K2,524
Q21V28,524
A1WQP5,524
A9BMP0,524
Q5P7P0,524
A1K9B3,524
A4SVI7,524
B1XTC4,524
Q82UQ0,524
Q0AFT7,524
Q2YD57,524
A1TYW9,524
P0A8D0,524
A0KNH2,524
A0KU61,524
A1AWS1,524
