identifier,cluster
C4XLK3,22
Q1D748,22
Q1MPP1,22
C6C1B1,22
Q6AP43,22
Q6MJ36,22
Q2LVS9,23
A8ZX50,23
B5YFG2,23
Q1IPZ8,23
A0LG61,23
A9WGB5,23
B8G736,23
Q2MHH4,24
Q2MHH3,24
Q5AVC7,24
Q7SA95,24
Q2H0I3,24
Q1DU75,24
Q0U5F2,24
Q2N2K6,25
Q2NFM3,26
B2UQE3,26
A8ML82,26
Q189A4,26
B2TL64,26
A6LQV9,26
B2V158,26
Q2NJE3,27
Q2NVX0,28
P60240,28
A1A7A6,28
A1JJG0,28
A4TQB3,28
A4W6G3,28
A6T4J7,28
A7FM96,28
A7MIC1,28
A7ZHF0,28
A7ZW09,28
A8ALP3,28
A8G9P6,28
A9MQF6,28
A9MYN1,28
B1LFZ3,28
B2U265,28
B2VGQ6,28
B4F2H6,28
B4SU17,28
B5BL33,28
B5Y1Y4,28
B7LVT0,28
B7MNR6,28
C0Q5F4,28
C6DEY0,28
Q0T8D8,28
Q326H6,28
Q32K36,28
Q3Z5V2,28
Q57TG4,28
Q6D0E6,28
Q7N8V1,28
Q8Z9J4,28
Q8ZRV8,28
Q6LV34,28
A4SR75,28
A0KGL5,28
A0KSP4,28
A1RFP5,28
A1SAC7,28
A3D001,28
A3QA31,28
A4YAN1,28
A6WSX5,28
A8FQW4,28
A8H8X8,28
A9L3Y2,28
B0TVM8,28
B1KJA5,28
B8CIB4,28
Q07XC8,28
Q0HMR2,28
Q0HR19,28
Q12RU8,28
Q8EJ93,28
A5UAT0,28
P44781,28
Q4QMI0,28
A5VZN0,28
B0KU95,28
B1J1F5,28
Q1IDS5,28
Q4ZPQ0,28
Q88NR0,28
Q4KH47,28
A4VNR4,28
C3K902,28
Q3KGV8,28
Q48LP5,28
Q87XS2,28
Q7VKV0,28
A5F5C5,28
A7MSB2,28
B5FGE9,28
B6EPV7,28
B7VIC2,28
C3LR47,28
Q5E881,28
Q7MHE6,28
Q87LD0,28
Q8DCG1,28
B0URM0,28
A6VQU2,28
Q0I5G1,28
B3H0F9,28
A3MZ32,28
B0BT63,28
Q9CK01,28
Q9HYT6,28
B7V6T4,28
Q2QDF0,29
P49184,29
Q2QDE7,29
Q2QDE9,29
Q9D7J6,29
Q2QM59,30
A2ZMR9,30
Q2RGY0,31
A0LI67,31
A3DE88,31
A5CZ68,31
A4J703,31
B0TDL0,31
Q24QL5,31
B8FP44,31
Q3AD38,31
B2A5W5,31
B8D122,31
B3E8F8,31
A5GA98,31
B5EIJ0,31
B9M861,31
Q39S28,31
Q74ER9,31
Q3A2F5,31
B9MK54,31
A4XK85,31
Q0AZZ5,31
Q1AZ75,31
Q67KI8,31
B1I551,31
C0Z4D6,31
Q8RC42,31
B0K3S1,31
B0KBN6,31
Q180F3,31
B1YJ17,31
Q8CXK6,31
B8DFG5,31
Q9KF37,31
A0R906,31
A7GKJ1,31
A9VRG3,31
B7H4U8,31
B7HSW5,31
B7IUW5,31
B7JM96,31
C3L543,31
Q63GS3,31
Q73EM3,31
Q81IP2,31
B7GFV1,31
A0AJL1,31
A4IJY6,31
A5IU71,31
A6QID2,31
A7Z261,31
A8FAQ1,31
C1KW57,31
O31498,31
O87703,31
Q2YU70,31
Q5HEL8,31
Q5HN30,31
Q5L3B9,31
Q5WJ30,31
Q6GFF3,31
Q71YR0,31
Q8CRU0,31
Q8Y6D0,31
Q92AQ0,31
B1HTW6,31
Q4L7L9,31
B9DMU3,31
B9E830,31
Q49YU8,31
Q65MR2,31
Q72JN8,31
P26996,31
B5Y6V5,31
Q9ZFY8,31
Q9ZHI0,31
P49422,31
Q2RNI6,32
Q2RZ65,33
Q6MH30,34
Q6MKB7,35
Q6MKS2,36
Q6MMQ7,37
A5G6A4,37
A1ARN6,37
B3E4R5,37
B5E9N7,37
B9M902,37
C6E2G6,37
Q39T73,37
Q3A522,37
Q74AW2,37
B5EN39,37
Q6MRS1,38
Q6MT68,39
Q2SS60,39
Q6MTU8,40
Q2SSM4,40
Q6F216,40
Q6MUM7,41
P24116,41
Q6NCZ5,42
Q6NNI8,43
O49663,43
Q9SZ69,43
Q6NQ79,44
Q6NZ06,45
Q12905,45
Q7TP98,45
Q6P8G1,45
Q9VG73,45
Q6P3X8,46
Q96JS3,46
Q6P839,47
P33205,47
P33206,47
Q6PHK6,48
Q9UJV8,48
Q8R4E6,48
Q6PAC9,48
Q8AVS4,48
P42669,48
Q00577,48
Q96QR8,48
O35295,48
Q68A21,48
Q6QGL2,49
Q6QGM3,50
Q6QGM6,51
Q6S6P9,52
P28935,52
Q6S6S2,53
P28919,53
Q6TGZ4,54
Q6UDH3,55
Q6UDI2,56
Q6UDI9,57
Q6UDJ3,58
Q6X7K0,59
Q6YTQ4,60
Q6YVX9,61
Q6YYC0,62
Q6Z345,63
Q6Z358,64
Q9LNV5,64
Q9ZW36,64
Q5SNN4,64
Q9FL40,64
Q6ZBS8,65
Q6ZK57,66
Q6ZNB5,67
Q6ZNG2,68
Q17QR5,68
Q700D0,69
Q707Y0,70
Q708A1,71
Q72DW6,72
A1VFG4,72
B8DKI5,72
Q72ID6,73
Q9EVV4,73
Q72LS6,74
Q04NY0,74
Q72SA5,75
Q72T73,76
Q04RG9,76
Q7MXX4,77
B2RGP4,77
Q8A0Y9,77
Q5L8X0,77
Q7N2E0,78
A4WER5,78
A9MZF9,78
P76141,78
A6TEB9,78
A7ZLX0,78
A8A065,78
B1LFA3,78
Q57HE3,78
Q8ZKQ5,78
Q7N4I0,79
A1JNG6,79
Q7N902,80
P58700,80
P0A881,80
P39439,80
P39440,80
A1AJW2,80
A1JJB6,80
A6TI07,80
A7MIH6,80
A8G9J2,80
A9MR96,80
A9N7F3,80
B1LEK0,80
B4T4I7,80
B5BAK9,80
B5R3B5,80
B5Y266,80
B7LNT5,80
C6DF27,80
Q2NVZ9,80
Q6D0A0,80
Q7NAN2,81
Q7NBC4,82
Q7NBC5,83
Q7NBX7,84
P75306,84
P47574,84
Q8EUW6,84
B5ZBA5,84
B1AIT3,84
Q7NHP4,85
Q7NIB2,86
Q7NVH1,87
Q7P259,88
C1D6I2,88
A1K1B4,88
Q5P4P0,88
Q2KTI9,88
A9HVA1,88
Q7VSE0,88
Q7WDJ9,88
B2AFZ7,88
A0K2M8,88
A1V7D9,88
A2S8D2,88
A2SBM4,88
A3N473,88
A4G154,88
A4J9S6,88
A6STW2,88
A9AI97,88
B1K0Y8,88
B1Y547,88
B1YPZ0,88
B2JJ97,88
B2SZ75,88
B2UCF1,88
B4E7D1,88
Q0KFR8,88
Q147F0,88
Q1GXK1,88
Q1LSI9,88
Q2STL6,88
Q39L82,88
Q8XTV4,88
Q2YD61,88
Q0AK27,88
Q82Y84,88
Q47K71,88
Q7PN68,89
Q9VQS6,89
Q7Q6D6,90
A1ZBT5,90
Q7S1H9,91
Q2HHH2,91
Q1E6Q0,91
A1CU75,91
A1DNV8,91
B0Y8S0,91
Q0CSP9,91
Q2UUT4,91
Q4WLU1,91
Q5B6U3,91
Q0UYV9,91
Q7SD63,92
Q4WJX0,92
Q7SGQ0,93
Q7SHE8,94
Q7SX95,95
Q14582,95
Q60948,95
Q62912,95
Q9BW11,95
Q80US8,95
Q28DB3,95
Q0VH33,95
Q7T105,96
Q5UAK0,96
Q8N108,96
Q7Z3K6,96
Q7T6X3,97
Q7T6Y0,98
Q7TM95,99
Q6B0B8,99
Q7U7F0,100
Q7UG12,101
Q7UG92,102
Q7UP05,103
Q7UP93,104
Q7UQ68,105
Q7USB0,106
Q7UW59,107
Q82E78,108
Q9WX14,108
B1VT93,108
Q82FD8,109
P27902,109
Q9ZH75,109
B1VPF0,109
Q9ZH76,109
Q82PM3,110
B1W0D5,110
Q82XQ7,111
Q82Z76,112
Q830K2,113
Q1WSU4,113
A0AM40,113
B1HS62,113
B3W9Z1,113
B8DAT8,113
Q927D8,113
A0R898,113
A0LM16,113
A4IJA0,113
A4J0J0,113
A5D6B2,113
A7GJT6,113
A9VN37,113
B1YGC9,113
B5YKY0,113
B7HIJ2,113
C4KZX3,113
C5D346,113
P24281,113
Q2RMH1,113
Q5L3X5,113
Q5WLZ4,113
Q9JWQ5,113
A8YTF6,113
Q045U8,113
Q048W5,113
Q1G920,113
Q5FM05,113
Q74L00,113
B9E8X3,113
A5IQ31,113
A6QED3,113
B9DLF6,113
Q49UY8,113
Q5HRS8,113
Q65PK0,113
Q88YP9,113
Q03E58,113
Q833H5,114
Q837Z7,115
Q83BT6,116
Q83CQ2,117
A9KG24,117
A9NCN3,117
A1WXK9,117
A5EX62,117
A5F9C4,117
A0KPG5,117
A0KU91,117
A3D786,117
A4SIL2,117
A5UE20,117
A6WR19,117
A7MTT8,117
A9KYG1,117
B5FAC8,117
B6ENH6,117
B7VK59,117
B8E8U0,117
P44834,117
P57972,117
Q0HL63,117
Q0HXG1,117
Q4QML2,117
Q5E7G7,117
Q6LMU0,117
Q7MHR2,117
Q87LQ9,117
Q8DC53,117
Q8EBR9,117
A6VL76,117
Q65QA9,117
A9MF43,117
P23909,117
P0A1Y0,117
A1AES5,117
A1JJU1,117
A4TQ04,117
A4WDU5,117
A6TD24,117
A7FLX1,117
A7MJ43,117
A7ZQH3,117
A8ANU8,117
A8G9Z9,117
B1JJF1,117
B1LQ55,117
B2TZJ7,117
B2VG22,117
B4T436,117
B4TTU0,117
B5FTQ5,117
B5XV49,117
B5Z397,117
B6I6B9,117
B7LEE7,117
B7LWH8,117
B7MYN6,117
B7NT79,117
B7UHE9,117
C0PWV2,117
C4K6P7,117
C5BGI4,117
C6DAK6,117
Q0T1G0,117
Q0TEC9,117
Q1C471,117
Q2NVL9,117
Q32CJ6,117
Q5PEE6,117
Q6D8C1,117
Q7N8K0,117
Q8FEL3,117
B0UWV7,117
Q0I1B8,117
B4F220,117
Q5QUB6,117
B0VAU7,117
B0VUC9,117
Q6FC54,117
Q15QR9,117
B3H2J9,117
A3N2Q0,117
B0BRS8,117
Q7VKA1,117
Q0VNJ1,117
Q3JCL5,117
Q47WN0,117
Q1QZX5,117
Q31F87,117
Q2SBR5,117
A1U2E8,117
Q0A8K3,117
A6W1Q6,117
Q8PMX2,117
Q3BVY0,117
Q4US90,117
Q5H2C5,117
Q87CI8,117
Q8PBB5,117
Q9PCR2,117
Q0KCC0,117
Q1LPG5,117
Q473E4,117
Q1LTQ0,117
Q83HP5,118
Q83J60,119
P37195,119
Q8FCK2,119
Q8X5P3,119
Q83N51,120
Q83NI9,121
Q83MY6,121
Q84513,122
Q848W2,123
Q84JC2,124
Q84SL2,125
Q84UQ3,126
Q9LQM3,126
Q84WJ2,127
Q8R4S5,128
P30561,128
Q8R4S6,128
P41738,128
Q8R4S4,128
Q8R4S2,128
Q95LD9,128
P35869,128
Q8R4S7,128
O02747,128
Q8R5C8,129
Q15326,129
Q8RZ35,130
Q8S8P5,131
Q8S9G8,132
Q8SQ19,133
O43889,133
Q61817,133
Q8ST83,134
Q8SYK5,135
Q8T053,136
Q8T079,137
Q29NG1,137
Q8T0D4,138
Q8T3B9,139
Q8TAT5,140
Q8K203,140
A0A1L8HU22,140
Q3MHN7,140
Q8TBB0,141
Q8TD17,142
Q8TF63,143
Q8U3D2,144
Q8VBU8,145
Q8N9N5,145
Q0VCW3,145
Q502P7,145
Q5FWL0,145
Q6P4Y1,145
Q8VDA5,146
Q9QY24,146
Q9H171,146
Q8VEK3,147
Q00839,147
Q6IMY8,147
Q8VI67,148
Q8TDD2,148
Q8VY05,149
Q8VYM4,150
Q8VZ17,151
O82175,151
Q8VZ20,152
Q8W1E3,153
Q8W234,154
Q8W2F3,155
Q84LH8,155
Q8W489,156
Q8W4L5,157
Q8WTR7,158
Q8BI67,158
Q8WTV1,159
Q0P5B4,159
Q8BJ25,159
Q8WVB6,160
Q8BIW9,160
Q6NU40,160
Q47282,161
Q47588,162
Q47VK9,163
P0A6D0,163
P0A1B3,163
A0KG11,163
A0L114,163
A1AGD0,163
A1JIU9,163
A1RFX7,163
A1SRP6,163
A3D074,163
A3N1U5,163
A3QB90,163
A4TRK4,163
A4WF49,163
A5UCQ2,163
A5UIX2,163
A6TEQ4,163
A7MNR4,163
A7MWD9,163
A8AQC9,163
A8FRT9,163
A8G8Y6,163
A8H0T9,163
A9MNX4,163
B0BQM9,163
B0TUH7,163
B0UUR7,163
B1KGG6,163
B2VGW6,163
B3H268,163
B4F2A0,163
B7LRL2,163
B7VIC9,163
B8CSY8,163
B8F5K3,163
C0PZQ5,163
C4LAG9,163
C5BF97,163
C6DKH0,163
P45110,163
P57850,163
Q087R5,163
Q0I490,163
Q2NW41,163
Q4QL90,163
Q5E876,163
Q65T36,163
Q6D9D2,163
Q6LV53,163
Q7MP98,163
Q7MYW8,163
Q7VP42,163
Q8EIR6,163
Q9KUT4,163
Q47Z18,164
A0KVM4,164
A1RKL4,164
A3D5P1,164
A3QDZ3,164
A4Y5Y2,164
A6WPJ5,164
A8FW40,164
A8H3Y9,164
A9L582,164
B0TIW9,164
B8CPE7,164
Q07ZS6,164
Q0HJZ1,164
Q0HW92,164
Q12PA3,164
Q8EFV4,164
Q15T23,164
Q3IIM0,164
Q5R0A6,164
Q8ZF52,164
A1JLV6,164
A8GCW2,164
Q2NTS9,164
Q66BN5,164
Q7N5C7,164
Q7VKR0,164
A3MYZ9,164
B0BT25,164
B3H0B9,164
P0A8G0,164
A1AC65,164
A7MJG4,164
A8AFB5,164
A9MU69,164
B1IZZ1,164
B1LQU4,164
B2TXF7,164
B2VIA0,164
B4EXV4,164
B4SW54,164
B4T842,164
B4TYW7,164
B5BGC1,164
B5F2U1,164
B5FRY5,164
B5R110,164
B5R896,164
B5XPW9,164
B7LPF5,164
B7MCH0,164
C0Q2A7,164
C5BH21,164
O66041,164
Q1RAM7,164
Q32HE0,164
Q6D363,164
Q8Z5T3,164
A5UB83,164
P57882,164
A6VQ29,164
B0UT80,164
P44489,164
Q0I2X4,164
Q4QPI7,164
Q65U16,164
Q5E4C5,164
B6EI86,164
Q7MM39,164
A5F1X2,164
Q6LQ03,164
Q87NC4,164
Q8D8C7,164
Q48514,165
Q48544,166
Q48733,167
Q04A03,167
Q48A24,168
Q48AS5,169
Q48GB5,170
Q4ZQQ7,170
Q885A6,170
P00816,170
P58704,170
A0AXK2,170
A1V0I2,170
A3NZD0,170
A4JRR6,170
A6V6B1,170
A7ZI88,170
A7ZWY8,170
A8GBZ7,170
B1J0T9,170
B1JA05,170
B1ME90,170
B1Z5U9,170
B4EJC2,170
B7VA51,170
Q02LK0,170
Q1I7P9,170
Q2SZA4,170
Q391E0,170
Q4KGL6,170
Q7NA33,170
Q7NWU9,170
Q491W4,171
Q47UB2,171
P0A800,171
A0KR23,171
A0L1W0,171
A1JHV7,171
A1RPI1,171
A1S270,171
A1T0P2,171
A3CZH4,171
A3QIR6,171
A4W500,171
A5F4S8,171
A8FQ25,171
A8GLH0,171
A9R664,171
B0TPU5,171
B1KLV2,171
B2VL59,171
B4S2X2,171
B5FFD6,171
B6EPJ3,171
B7VHI0,171
B8CHM9,171
C4L810,171
C6DJC5,171
Q088T8,171
Q12IL7,171
Q15Z09,171
Q1Q972,171
Q2NQS8,171
Q3IJH7,171
Q6DB61,171
Q6LVP6,171
Q7MPX0,171
Q7WZE4,171
Q83PM8,171
Q87TB0,171
Q8D2E9,171
B8F5Q2,171
A4TSE7,171
A5UBD9,171
A6VN44,171
B0URZ0,171
B4EZA3,171
C4K473,171
C5B9B3,171
P43740,171
Q1LTY2,171
Q65RR6,171
Q7N9P3,171
Q9CMB2,171
C5BLF6,171
A3M9H4,171
Q21EC8,171
Q6F7G9,171
Q3JBT2,171
A1WVN4,171
Q5QYI0,171
B0BSZ8,171
A3N3C2,171
B3GZ78,171
Q7VKI2,171
A9M1N1,171
A1KV69,171
Q49400,172
Q50290,172
Q49426,173
P75241,173
Q49890,174
P9WF33,174
Q8NQL5,174
Q7ZAN4,174
Q499M4,175
B1WC39,175
Q53EQ6,175
G3MY25,175
Q49Z00,176
A5IUJ2,176
B9DMK9,176
Q2YUE5,176
Q4L7T0,176
Q5HMH1,176
Q8CRQ8,176
A8FAF6,176
A0R8W1,176
A4IJU7,176
A7GKF6,176
A7Z201,176
A9VQG4,176
B7GFQ6,176
B7H4Q3,176
B7HS01,176
B7JM56,176
B9J1G9,176
C5D4E7,176
O05521,176
Q5L3F3,176
Q5WJP3,176
Q63GW0,176
Q65N04,176
Q6HPD1,176
Q8ESI2,176
Q9Z9P6,176
Q88YM8,176
A0AKH9,176
A5VIE7,176
B1HT11,176
B1MVM6,176
B1YF09,176
B2GAH8,176
C4L1I8,176
Q03E71,176
Q03SR1,176
Q03VB1,176
Q045R4,176
Q1WSV7,176
Q5FLY5,176
Q830Y0,176
Q4A6N7,177
Q4A9R7,178
Q4A7W5,178
Q4FNA8,179
Q4FPI1,180
Q55459,181
Q5N5I5,181
Q06610,181
Q554P0,182
Q55622,183
B0JTA9,183
B1WNA0,183
B7JX64,183
B7KFG7,183
A5GR10,183
A2BPB4,183
A2BUU4,183
A2C0F7,183
A2CBU0,183
A3PB36,183
A8G2X4,183
A9BDW9,183
Q10VU2,183
Q31CL5,183
Q3AMD9,183
Q3AWE9,183
Q7U4S9,183
Q7V2Y6,183
Q7V5A5,183
Q7VDM4,183
B8HVN1,183
B0BZ87,183
B0TGD0,183
B1XJ17,183
P46227,183
Q0ICR4,183
Q8DHT4,183
Q2ILI2,183
A7HDY7,183
A9GWT4,183
B4UIM6,183
B8JEW8,183
Q3A4L7,183
Q2JVG1,183
B9K7Y8,183
Q2JK90,183
Q7NPB2,183
Q9X233,183
Q55854,184
Q558W0,185
Q55BA5,186
Q55BM5,187
Q55BY9,188
Q54LR0,188
Q55E93,189
Q55FJ5,190
Q55GA4,191
Q56127,192
P0DMC7,192
P58663,192
Q56143,193
P0A9E2,193
Q48413,193
P55922,193
P28816,193
Q56201,194
Q56405,195
P0A4U2,195
P30339,195
P20047,195
P37374,195
Q56XU4,196
Q57423,197
P03052,197
Q57475,198
Q46561,198
Q57568,199
Q57615,200
Q57702,201
A6VJS2,201
A4FYL0,201
P0CW60,201
Q57742,202
P95949,202
Q57748,203
Q57809,204
Q57813,205
Q57824,206
Q57983,207
Q57988,208
Q57S48,209
P0ACN4,209
A1A8H2,209
Q765S0,209
Q8Z8R2,209
Q58015,210
Q58017,211
Q58139,212
Q58180,213
Q58352,214
Q58371,215
Q58391,216
Q58520,217
Q58599,218
Q58600,219
Q58611,220
Q58615,221
Q58723,222
Q58724,223
Q58844,224
Q58884,225
Q58895,226
Q58900,227
Q58926,228
Q58948,229
Q58958,230
Q59029,231
Q59156,232
Q59606,233
Q59996,234
Q03066,234
Q59KL6,235
Q59S27,236
Q59TD3,237
P55230,238
P55233,238
P55242,238
P12299,238
Q7G065,238
Q00081,238
P55241,238
P12300,238
P55229,238
P55243,238
P30523,238
P55228,238
P15280,238
Q9T074,239
Q12979,240
Q96EX3,241
Q8IDR3,242
Q8BIJ7,243
Q8WXA3,243
Q96T51,243
Q06643,244
P41155,244
O14645,245
Q8BVN8,245
Q8K0P3,246
P06781,247
P06780,247
Q10133,247
P61589,247
Q09914,247
P61585,247
P08134,247
P24406,247
P48148,247
Q22038,247
Q6DHM9,247
P62745,247
P0AD61,248
Q02499,248
P20718,249
P10144,249
P08884,249
P08882,249
P13366,249
P08883,249
P11033,249
P08311,249
P17977,249
P28293,249
P18291,249
O42844,250
O94547,250
P21825,251
O96000,252
P34947,253
P43250,253
P70507,253
P43249,253
Q62833,253
O70293,253
P97711,253
O70291,253
Q8VEB1,253
P32866,253
Q8GXV7,254
Q7L2H7,255
Q6RSN5,256
Q9CQY5,257
Q13454,257
Q791V5,258
Q9Y6C9,258
Q9Z0U4,259
Q9UBS5,259
Q9WV18,259
Q13617,260
Q8RWV3,261
Q84QK0,262
Q9FEW9,262
C5H429,262
Q6Z965,262
Q8LAH7,262
Q8GYB8,262
Q9XG54,262
Q9FUP0,262
Q58431,263
Q03723,264
Q64121,265
P49683,265
Q6VMN6,265
Q9XTC6,266
P39984,267
Q6S5L8,268
Q6S5L9,268
Q5M824,268
P98083,268
P29353,268
Q6P587,269
Q8R0F8,269
Q8CIZ9,270
Q9WV87,270
Q9Y5S8,270
P52649,270
Q61093,270
P04839,270
O46522,270
Q9HBY0,270
Q672J9,270
E5KGE0,271
Q8BK67,272
Q8NET5,273
O24164,274
Q8S9J1,274
Q94IG7,274
Q62867,275
Q92820,275
Q9Z0L8,275
Q9MAX3,276
P79953,277
P46919,278
Q9FE46,279
Q3UQN2,280
Q0JRZ9,280
Q96A26,281
P05704,282
O48791,283
P42455,284
P9WQB3,284
P0AAH0,285
P13520,286
P37794,287
Q8C2K1,288
Q9H4E7,288
O62589,289
O44476,290
Q06703,291
Q07412,292
Q9SZ45,293
O95415,294
P21589,295
P21588,295
Q05927,295
Q61503,295
Q6UWE0,296
A0A0B4LFY9,297
P0DV10,297
Q05941,298
Q866A2,298
P54131,298
P36544,298
P22770,298
P49582,298
P46154,299
Q9H5V9,300
P30626,301
Q6P069,301
P05044,301
P28676,301
Q8BHK6,302
Q9NYG5,303
Q2VPQ9,304
Q9HAF1,304
P62900,305
Q91XW8,306
D3ZQF4,306
O75344,306
Q9VR38,307
Q46938,308
P86476,309
P36148,310
F1QCV2,311
B6A876,312
Q9BXU9,313
Q9P2A4,314
Q8BYZ1,314
Q76N32,315
Q9SB60,316
Q5GHF7,316
P17810,317
P23942,317
P15499,317
Q7XSK0,318
Q7XSK2,318
O80588,319
Q9HGN6,320
P53759,320
P9WKH1,321
Q21219,322
Q9VAS7,323
Q9VMU8,324
Q9ZFV7,325
P21183,326
Q01344,326
Q6ZI44,327
Q940H6,327
Q7XQP4,327
P43292,327
Q9C958,327
Q39192,327
Q39193,327
Q9SMQ4,327
Q75V57,327
P0C5D6,327
P43291,327
Q9M9E9,327
Q7Y0B9,327
Q0D4J7,327
Q5RI15,328
Q8IN44,329
Q8IFM8,330
Q57763,331
Q9NXR8,332
Q8VEK6,332
Q9VSL3,333
Q91XE4,334
Q96HD9,334
Q5S3I3,335
Q8WU58,336
Q6UXG8,337
Q9NQE9,338
Q17449,339
Q6UW63,340
Q9JHP7,340
Q7Z4H8,340
Q8S396,341
Q0KDL6,342
Q6NSQ9,343
Q9BUM1,343
P38874,344
Q337M4,345
P50488,346
Q8Y8D7,347
O31612,347
P47759,348
Q9Y328,348
P42857,348
P02683,348
Q62092,348
Q6AWU6,349
O80562,349
Q0WP12,349
Q9Z0P5,350
Q12792,350
Q5RJR2,350
Q5AF41,351
P9WN93,352
P10173,352
P14408,352
P07954,352
P05042,352
P97807,352
Q7SX99,352
P93033,352
Q9FI53,352
P08417,352
O59740,353
O14079,354
Q9UDY6,355
Q9WUH5,355
Q8N4P3,356
P92960,357
P09919,358
P09920,358
Q9XJ36,359
Q9CXY1,360
Q9BSA9,360
P40482,361
Q94CL9,362
Q0WNX9,362
P42082,363
Q6QN14,364
Q6R6M4,364
G5E8I7,364
Q7M764,364
E9Q9U0,364
Q61068,364
Q12363,365
Q12206,365
P70263,366
Q9R261,366
P0AEK2,367
G2NFJ9,368
Q9UI43,369
P32179,370
P35999,371
P0AEP9,372
Q9NSD7,373
P42125,374
P23965,374
P42126,374
P0AGE9,375
Q9YGD2,375
P36967,375
O19069,375
P13086,375
Q15884,376
Q66HL2,377
Q60598,377
Q01406,377
P9WFR9,378
Q9QY23,379
Q9Y446,379
P36162,380
Q9NDM2,381
P21826,382
P30952,382
Q9AGJ6,383
P05153,383
A0A4X1UM84,383
Q8HYZ4,383
P35558,383
Q9Z2V4,383
Q8BH04,383
P07379,383
Q5R5J1,383
P21642,383
Q16822,383
P31373,384
Q8VCN5,384
P32929,384
P18757,384
Q60HG7,384
P38918,385
Q8NHP1,385
Q8CG45,385
O95154,385
E9Q5G3,386
Q02241,386
Q584D5,387
P0A2F2,387
Q87PH8,387
P75960,387
Q9LRB7,388
A1A698,389
A1A696,389
A1A699,389
O48676,390
P53101,391
P0A836,392
A6P3B2,393
Q22002,394
Q4R4N7,395
Q8BHN3,395
P79403,395
Q9NPC1,396
P15814,397
Q8BFY6,398
Q641Z8,398
P9WHH7,399
P16100,400
Q8VCX5,401
Q9BPX6,401
Q6P6Q9,401
A2VEI2,401
Q06549,402
Q9ERB5,403
Q9EPZ7,403
Q9HI21,404
B0LSW3,405
Q9GL51,405
Q9PTR5,405
Q5IS43,405
Q8HXX0,405
Q803D2,405
Q7T394,405
P43033,405
P43034,405
Q5REG7,405
B3NPW0,405
B3MEY6,405
B4GAJ1,405
B4HSL3,405
Q8I0F4,405
Q9CAD5,406
Q60030,407
P00862,408
Q9UBP9,409
Q8BJ71,410
Q8N1F7,410
Q8NEH6,411
Q9VS59,412
F1M707,413
Q09014,413
P14598,413
O46043,414
P37690,415
Q8S4F6,416
Q9Z327,417
Q8CC35,417
Q8N3V7,417
P53940,418
O33283,419
Q9A6Q5,420
Q9L9I7,420
O82392,420
O82656,421
O95988,422
Q9UGM6,423
Q9LE06,424
Q9VH36,425
P9WFD7,426
P0DI83,427
Q40235,428
Q7TMK6,429
Q96ED9,429
B6VQ60,430
P9WHQ9,431
Q9NX78,432
Q39214,433
Q8H112,434
Q7KU86,435
Q9BTM9,435
Q9R0H0,436
Q3SZP5,436
Q9Z1N0,436
P07872,436
Q15067,436
Q5RC19,436
Q8HYL8,436
P19440,437
A6NGU5,437
P36268,437
P20735,437
P07314,437
Q60928,437
Q94K43,438
Q9SS04,438
Q9SXE1,438
A8MRX0,438
O04130,439
Q9LT69,439
O49485,439
P70441,440
Q3SZK8,440
Q9JJ19,440
Q5ZM14,440
Q4R6G4,440
O14745,440
